route_id,route_label,analysis_family,modality,dataset,task_type,tool_family,kg_anchor,needs_preprocessing,uses_spatial_map,uses_glm,uses_connectivity,uses_prediction,uses_diffusion,uses_eeg_meg,uses_clinical,uses_evidence,uses_review,uses_memory,ood_novelty,constraint_load,evidence_strength,review_load,memory_reuse,benchmark_score,runtime_cost,kg_spatial_prior,kg_task_prior,kg_tool_prior,kg_evidence_prior,kg_graph_prior,runtime_prior,memory_prior,embedding_x,embedding_y
route_connectivity_graph_08,OpenNeuro + sMRI + network comparison + statistics,Connectivity / graph,sMRI,OpenNeuro,network comparison,statistics,SalVentAttnA,0.7078648523525101,0.6066368832445035,0.250604208960959,0.91425332754803,0.41859414883529744,0.24681656031487728,0.14155514033926925,0.36217016897846377,0.40627632035579797,0.4180141244888399,0.3478378611769294,0.10232463881722763,0.6817224879761788,0.5160911135793711,0.31129754644507024,0.4085015329452672,0.6454453828519787,0.6596315949999317,0.6066368832445035,0.33865124675466196,0.5193073729137034,0.3740499095724356,0.91425332754803,0.58584684126338,0.3957892265774263,13.630507469177246,7.890807151794434
route_connectivity_graph_09,clinical cohort + fMRI + network comparison + xcpd,Connectivity / graph,fMRI,clinical cohort,network comparison,xcpd,TempPar,0.6702880628440235,0.5540752857516963,0.1377442584827609,1.0,0.25983766122280844,0.32746894951991057,0.008448564476641586,0.27845167251793856,0.5319040193492507,0.39370214383824736,0.21548476631497998,0.07668235116133183,0.7105184080076574,0.6274848225204153,0.42223858567513173,0.37641084934132285,0.646415501105638,0.6080992779084369,0.5540752857516963,0.2102139940841417,0.5095189960845267,0.48971264228386113,1.0,0.5400788013152051,0.36469718451733496,13.425544738769531,8.062946319580078
route_connectivity_graph_10,OpenNeuro + sMRI + functional connectivity + xcpd,Connectivity / graph,sMRI,OpenNeuro,functional connectivity,xcpd,DorsAttnB,0.6680103842003698,0.6043572413213687,0.15194047665231114,0.963243153033918,0.3223135679539896,0.32236692049212196,0.06389876378650394,0.40753113382823836,0.5281184450759323,0.4382747468765707,0.4476076103698581,0.04635523793534682,0.702546623550349,0.5293206417529791,0.570625912119133,0.46052860789050754,0.4729762731695618,0.5870236942367278,0.6043572413213687,0.26075828326140693,0.5089256836394915,0.48622734510145477,0.963243153033918,0.5213606801465943,0.44619725223450857,13.779122352600098,8.279380798339844
route_connectivity_graph_11,clinical cohort + dMRI + functional connectivity + networkx,Connectivity / graph,dMRI,clinical cohort,functional connectivity,networkx,SalVentAttnB,0.747876674050353,0.5953937536687327,0.17958285359662599,1.0,0.34493836748007395,0.31677462794350586,0.0,0.3911965787720495,0.3827865802014278,0.4623140575180103,0.28513551238207197,0.042228827379538404,0.6743036401883759,0.4907633226400252,0.3906700866588994,0.248125866863049,0.5982639959381226,0.6822935289099044,0.5953937536687327,0.2790622098413684,0.5297300512085553,0.35242340873938804,1.0,0.6059738674681789,0.24040434862391963,14.105000495910645,8.04451847076416
route_connectivity_graph_12,clinical cohort + sMRI + graph metric + connectivity,Connectivity / graph,sMRI,clinical cohort,graph metric,connectivity,ContB,0.7011674633837621,0.5939362487363289,0.18728159161075633,1.0,0.32780676046019147,0.2341554945728627,0.03954595869451045,0.3553799932544695,0.3914734663756652,0.4668203939043087,0.27397337393440835,0.13005882469056118,0.5963442828054449,0.5733222569325781,0.47545354602377177,0.32265570855817327,0.7313578131448142,0.6741175974807238,0.5939362487363289,0.2652023885984373,0.5175627702519228,0.36042123884943217,1.0,0.5987124754449967,0.31261486932569515,14.090982437133789,7.307492733001709
route_connectivity_graph_13,clinical cohort + sMRI + network comparison + connectivity,Connectivity / graph,sMRI,clinical cohort,network comparison,connectivity,LimbicA,0.6569521375413556,0.5751578569822368,0.17834663437822,1.0,0.35321497421433057,0.23139667796565422,0.0,0.335346878177655,0.3058221048450206,0.4241682719710209,0.25280624381719907,0.053497912798810714,0.6357452532840514,0.5677237025092312,0.3569195984471629,0.23634092267902856,0.5307057183525121,0.517287710927083,0.5751578569822368,0.28575815434334684,0.506045121282136,0.28156386412664175,1.0,0.459425190921953,0.22898614436352943,14.029012680053711,7.44109582901001
route_connectivity_graph_14,OpenNeuro derivatives + dMRI + graph metric + connectivity,Connectivity / graph,dMRI,OpenNeuro derivatives,graph metric,connectivity,ContA,0.7423413363685119,0.5108437374627661,0.16944280991721208,0.9792173022061756,0.34611216894027225,0.2869705436338902,0.16415560814555166,0.36265591273916276,0.4580833318407462,0.33673109836364956,0.3379170775966016,0.0840052985145574,0.7040804577890479,0.5471590807184769,0.5631556207476404,0.22111042729606467,0.5807210415899201,0.7072963065220819,0.5108437374627661,0.2800118392832625,0.528288151253415,0.4217475158326092,0.9792173022061756,0.6281798964060537,0.21422961225322762,14.143719673156738,7.1911540031433105
route_connectivity_graph_15,OpenNeuro derivatives + dMRI + functional connectivity + statistics,Connectivity / graph,dMRI,OpenNeuro derivatives,functional connectivity,statistics,VisCent,0.6827177606269271,0.5103046314055231,0.15773199515983502,1.0,0.4244270473847373,0.1779144080765075,0.0,0.3236926924135405,0.5152870483027059,0.3466033444040028,0.2551349577684103,0.15750871317846882,0.7062024170808846,0.5257020470746859,0.3773453780657685,0.24926658648792402,0.5545656417508432,0.5050156213523507,0.5103046314055231,0.3433701812439696,0.512756807706096,0.47441375281896553,1.0,0.448525826841221,0.24150956978383992,14.030694961547852,8.341050148010254
route_connectivity_graph_16,OpenNeuro + sMRI + network comparison + connectivity,Connectivity / graph,sMRI,OpenNeuro,network comparison,connectivity,ContC,0.8214411176940867,0.6762447209636362,0.07517623553344559,1.0,0.4252607067885684,0.201486826323754,0.0,0.34287002667299477,0.3459074822814482,0.49559777170460095,0.1436513534530181,0.028057517976766075,0.6324782643394041,0.5352393390635056,0.4607980712542706,0.3676441569638644,0.5861152190493458,0.7238976107200462,0.6762447209636362,0.3440446287900275,0.5488928510387798,0.31846961288438796,1.0,0.6429242199026123,0.3562033059982025,14.157963752746582,7.5949883460998535
route_connectivity_graph_17,OpenNeuro derivatives + dMRI + functional connectivity + connectivity,Connectivity / graph,dMRI,OpenNeuro derivatives,functional connectivity,connectivity,ContC,0.6535520132384991,0.6086133732843266,0.16434938946650812,0.9407311230278387,0.30833831522519295,0.30151813701136987,0.07268865746231407,0.30578385162083893,0.5825929123572262,0.5500965471521804,0.20493993886757692,0.11961667241952231,0.8130846383161054,0.600953410897018,0.4643689092893155,0.33647630583163685,0.5648223714180132,0.6361865443297172,0.6086133732843266,0.24945201733894504,0.5051594229992935,0.5363808208017616,0.9407311230278387,0.5650242957963053,0.32600537845368693,14.28188419342041,8.117227554321289
route_prediction_decoding_00,benchmark cases + fMRI + cross-validation + sklearn,Prediction & decoding,fMRI,benchmark cases,cross-validation,sklearn,Two-Step Task (Daw),0.42132515171934626,0.27185955535610973,0.19677665816528028,0.29188209122646475,0.9882512390326089,0.1177180109268996,0.07378511761022322,0.482807144161053,0.3731459084842572,0.45384642246244705,0.34172366500634405,0.1799925959663917,0.6993426055741497,0.37952441239626383,0.6371469681046604,0.45221507407451317,0.8013344746124706,0.5682055048623992,0.27185955535610973,0.7995155095608245,0.44466665445414777,0.34354744870099063,0.29188209122646475,0.5046474467496287,0.438142430272314,13.178970336914062,10.75141429901123
route_prediction_decoding_01,clinical cohort + behavior + cross-validation + review,Prediction & decoding,behavior,clinical cohort,cross-validation,review,balloon analogue risk task,0.40334020210826,0.42423852792094285,0.1491934654800742,0.20228607452307867,0.9524850979728168,0.0,0.04740852471277732,0.5188452685941353,0.39210438701726874,0.36305668217842924,0.30045340669808,0.31561117981183456,0.6707032415677318,0.4502677150212138,0.6186440664775813,0.6094281731529603,0.934277263042683,0.6090619915600877,0.42423852792094285,0.7705799683087478,0.43998175544202456,0.36100211397583015,0.20228607452307867,0.5409338282061787,0.5904631582839658,12.70361614227295,10.852474212646484
route_prediction_decoding_02,benchmark cases + sMRI + cross-validation + statistics,Prediction & decoding,sMRI,benchmark cases,cross-validation,statistics,Weather Prediction Task (Cards),0.3811832342733664,0.35340919042680974,0.13843127008489717,0.34600494276272054,1.0,0.20216742592239084,0.0,0.44208371942188923,0.33932031217700537,0.4784251846693965,0.41803708155293545,0.16811857239426742,0.5966121180431729,0.3433538099644424,0.489796707707815,0.48486865424747866,0.8529670577185081,0.5339967903310996,0.35340919042680974,0.8090204980096597,0.43421008752156787,0.3124049464038328,0.34600494276272054,0.4742652341573943,0.46977985192030963,12.894851684570312,10.720124244689941
route_prediction_decoding_03,OpenNeuro + clinical + prediction + review,Prediction & decoding,clinical,OpenNeuro,prediction,review,Verbal Digit/Letter WM,0.4827391305545805,0.3114293670654958,0.18372139625223818,0.23180174233288636,0.9251599228545336,0.15515151778162492,0.0,0.4280428340787883,0.3642478849073766,0.4256672990537426,0.2974697609812491,0.1960298953948234,0.6496772489023519,0.44466236867942655,0.42794871212511254,0.44041876418289927,0.7944176751310489,0.5643971681371199,0.3114293670654958,0.7484733415263531,0.4606643800523551,0.3353552289048902,0.23180174233288636,0.5012651011223359,0.4267132139978794,13.255846977233887,9.997654914855957
route_prediction_decoding_04,OpenNeuro + behavior + cross-validation + machine learning,Prediction & decoding,behavior,OpenNeuro,cross-validation,machine learning,exp,0.4177331512963723,0.4100601804868076,0.27629228962055946,0.42388146509549385,1.0,0.04053063711527071,0.03868142552023795,0.5036283006606327,0.26117591951667785,0.46361288807244216,0.31551366550895554,0.1760287116940085,0.5368015608865924,0.3921146201227915,0.5486678945852875,0.5077494563160846,0.9143517283115232,0.5947787791252658,0.4100601804868076,0.8090204980096597,0.443730974366239,0.24045907719198653,0.42388146509549385,0.5282483004790918,0.491948618066453,12.466419219970703,10.859259605407715
route_prediction_decoding_05,clinical cohort + clinical + prediction + statistics,Prediction & decoding,clinical,clinical cohort,prediction,statistics,four-armed bandit task,0.47615317230344906,0.33390742996701,0.23938249504468528,0.4638596422681875,0.9978956277779821,0.0,0.0,0.35522041631311985,0.27218787018802637,0.5348425970265555,0.3647328722748014,0.10118866194757566,0.6924860907919579,0.5319243668151273,0.526608153766669,0.4060605954561024,0.8280704486884782,0.6184994231665211,0.33390742996701,0.807318017746605,0.45894880397503374,0.2505975444037275,0.4638596422681875,0.5493156121264423,0.39342424950134314,13.482454299926758,9.888437271118164
route_prediction_decoding_06,benchmark cases + fMRI + decoding + statistics,Prediction & decoding,fMRI,benchmark cases,decoding,statistics,exp1,0.5270512501347536,0.43852489306570475,0.242990206337023,0.2504910707184209,0.9914873250816149,0.07040483332051999,0.02509679277449951,0.5092319555686281,0.3265860918079422,0.38982644305235886,0.44387943496353904,0.24329028013741197,0.6642514959730248,0.5102360909448896,0.6190647255568001,0.4721673277132252,0.6902520077718709,0.556086685706598,0.43852489306570475,0.8021335695077934,0.4722072428201369,0.30068082235606125,0.2504910707184209,0.49388420863901483,0.45747378254217325,12.771688461303711,10.223738670349121
route_prediction_decoding_07,OpenNeuro + sMRI + prediction + sklearn,Prediction & decoding,sMRI,OpenNeuro,prediction,sklearn,balloon analogue risk task,0.4629140332048205,0.4274931386353372,0.16848113696154057,0.2762358764713932,1.0,0.020656555603660344,0.0,0.4654490212251998,0.3776693678033197,0.40417174417075624,0.4013794823482373,0.1683242365113662,0.5900081904996247,0.4616084064541158,0.6000999835131218,0.40879965307234456,0.8714906611409241,0.5939230434386522,0.4274931386353372,0.8090204980096597,0.4555001410081776,0.3477121008465259,0.2762358764713932,0.527488285263388,0.3960780693968703,13.382307052612305,10.30622673034668
route_prediction_decoding_08,clinical cohort + sMRI + prediction + statistics,Prediction & decoding,sMRI,clinical cohort,prediction,statistics,two-step task,0.4465974912514724,0.34176046976130114,0.24690823224986846,0.40810938682513265,1.0,0.07136236278378527,0.010974234665734856,0.41505300322803595,0.3831274574074177,0.4877584915895032,0.4408733111452721,0.22719797960221527,0.718910937241753,0.5485901172609572,0.560712035394522,0.35343868764660546,0.7733469893774623,0.5065428135676167,0.34176046976130114,0.8090204980096597,0.4512498454593156,0.35273724708459153,0.40810938682513265,0.4498821911240988,0.3424399017981977,13.296082496643066,9.651759147644043
route_prediction_decoding_09,OpenNeuro + clinical + cross-validation + review,Prediction & decoding,clinical,OpenNeuro,cross-validation,review,exp1,0.5300697017517988,0.3880725742516518,0.3114924932445381,0.41520109826670953,0.993345933021129,0.036998020724437544,0.05553590179649953,0.46139196187342574,0.3155016613769779,0.44787916065673744,0.4546058040301556,0.08936100979633253,0.666801729069246,0.39104806761125094,0.5621574103823173,0.504590625388533,0.8462553382702501,0.6502441497901461,0.3880725742516518,0.8036372214286238,0.4729935191959194,0.2904756245814699,0.41520109826670953,0.5775094523854465,0.4888880879365159,12.602392196655273,10.78222942352295
route_prediction_decoding_10,benchmark cases + clinical + cross-validation + sklearn,Prediction & decoding,clinical,benchmark cases,cross-validation,sklearn,Two-Armed Bandit,0.49045652453650374,0.3618591262384705,0.031938458356953914,0.30085583210443556,1.0,0.15100844530199317,0.0686724385837386,0.4667502321850981,0.2581755341740899,0.5430245352740268,0.4674600046872275,0.2018573778030584,0.6357157918656925,0.34476176847237217,0.607415868832172,0.6256481561700074,0.8966123498611219,0.6821407286799578,0.3618591262384705,0.8090204980096597,0.46267468379097615,0.2376966866468161,0.30085583210443556,0.6058381590928721,0.6061783858061993,12.808687210083008,10.892871856689453
route_prediction_decoding_11,clinical cohort + fMRI + cross-validation + sklearn,Prediction & decoding,fMRI,clinical cohort,cross-validation,sklearn,two-step task,0.5368837210162911,0.2697526315344682,0.18630678113190227,0.36812536342516416,1.0,0.07703906825301264,0.0751442425541718,0.4005032755521304,0.26619085809257037,0.45399624343710876,0.3038373394792116,0.11499393417549868,0.5677134793523738,0.4181416491787477,0.4295823740886896,0.36241453431511583,0.7437160996104986,0.6118468651458081,0.2697526315344682,0.8090204980096597,0.4747685028801178,0.2450762237664685,0.36812536342516416,0.5434071927415939,0.3511364258606503,13.08366584777832,10.854564666748047
route_prediction_decoding_12,OpenNeuro + fMRI + prediction + statistics,Prediction & decoding,fMRI,OpenNeuro,prediction,statistics,Balloon Analogue Risk Task (BART),0.4058261976708719,0.4093197403059822,0.18590970267571785,0.328745133983993,1.0,0.028003599631152697,0.0,0.36439890260864893,0.3718201309504056,0.46984070422138785,0.26083934593139846,0.13594924324778979,0.6847563214580148,0.48752234021413415,0.5081905645657407,0.490444053120379,0.8871705481738864,0.48409968633322964,0.4093197403059822,0.8090204980096597,0.44062933235534796,0.3423268337111333,0.328745133983993,0.42994949642299196,0.47518174794712703,13.403315544128418,9.805763244628906
route_prediction_decoding_13,clinical cohort + clinical + decoding + machine learning,Prediction & decoding,clinical,clinical cohort,decoding,machine learning,Fixed-Set Intertemporal Choice,0.4127500793593408,0.21096942851709902,0.18160404310470213,0.39888605539619176,1.0,0.0,0.2198658874616775,0.3767361384830975,0.41220310660207354,0.5302228745847354,0.41389612450869706,0.20972520117142443,0.574507851925285,0.49072632121909465,0.5035098435095918,0.2860248286765763,1.0,0.6460266314274434,0.21096942851709902,0.8090204980096597,0.44243293409924006,0.37950657477392474,0.39888605539619176,0.5737636951635537,0.2771239189915372,12.556923866271973,10.225639343261719
route_prediction_decoding_14,clinical cohort + clinical + decoding + sklearn,Prediction & decoding,clinical,clinical cohort,decoding,sklearn,exp5,0.5533414952796848,0.4510457190925763,0.1986215883412101,0.27183996715673103,0.9884746675538637,0.0,0.0,0.4559760207747675,0.2855590997250682,0.43931095439544127,0.3429150161589116,0.32549725815369607,0.7343457270338114,0.44708328202941633,0.6285784697210074,0.39931864559512775,0.8281016934338334,0.6591645801576308,0.4510457190925763,0.7996962678143597,0.47905558802940246,0.26290814915377225,0.27183996715673103,0.5854320655427216,0.3868921048069034,12.80655288696289,10.329493522644043
route_prediction_decoding_15,clinical cohort + sMRI + prediction + sklearn,Prediction & decoding,sMRI,clinical cohort,prediction,sklearn,exp1,0.36414501909427716,0.35763570650881804,0.3061135241133132,0.3011137022084368,1.0,0.0,0.0,0.3696697811777865,0.44455888529162424,0.6035583055901437,0.3813978408448624,0.15344095700607305,0.6958179562323071,0.4282689707877029,0.6020908925899293,0.4689145864829636,0.8681807698055808,0.6394729438593935,0.35763570650881804,0.8090204980096597,0.42977180333468,0.4092958474599952,0.3011137022084368,0.5679430868278211,0.4543222645380676,13.490599632263184,10.24498462677002
route_prediction_decoding_16,benchmark cases + clinical + decoding + sklearn,Prediction & decoding,clinical,benchmark cases,decoding,sklearn,Multi-Step Sequential RL (3+ states),0.42127848630552517,0.25754837514578566,0.1905957220624038,0.2877539882898933,1.0,0.0794605549170231,0.0,0.3971368588740123,0.2886847263807001,0.49852207263009873,0.4609135317801436,0.2553498799990326,0.6272877696995568,0.5452254153263484,0.45158299713131744,0.547458273388326,0.8073460765903818,0.41928094101494334,0.25754837514578566,0.8090204980096597,0.4446544985818302,0.26578584669438304,0.2877539882898933,0.3723812151471725,0.530421722154982,12.913206100463867,10.449466705322266
route_prediction_decoding_17,OpenNeuro + sMRI + prediction + machine learning,Prediction & decoding,sMRI,OpenNeuro,prediction,machine learning,Four-Armed Bandit,0.382927557737193,0.36098556209355537,0.186057535603542,0.35664435221417057,0.9035863815598199,0.005702891126658394,0.08041748337859524,0.4644752510471124,0.42795050315043076,0.4551837667327611,0.50269940958337,0.15347744878403793,0.6668566054769803,0.3254393367643247,0.46854634663030464,0.5363541874605391,0.7887178201138872,0.6344938863100931,0.36098556209355537,0.7310199044042719,0.43466446629099553,0.3940048656163638,0.35664435221417057,0.5635209743034407,0.519663188277468,13.058114051818848,9.862597465515137
route_diffusion_tractography_00,OpenNeuro derivatives + sMRI + connectome + preprocessing,Diffusion / tractography,sMRI,OpenNeuro derivatives,connectome,preprocessing,VisPeri,0.7665748137479632,0.668321218550234,0.0489845337102838,0.5924023960370778,0.16246732971924138,0.9410383177504507,0.018351926743690457,0.3434989982362112,0.3668383600592357,0.6225940820898705,0.3047900882376113,0.14774253238082657,0.8388171418928613,0.34431488216982925,0.49106626901513206,0.28477799181743013,0.5243032138586504,0.8222356760255454,0.668321218550234,0.13143939999976026,0.5346007290860112,0.33774022391383873,0.5924023960370778,0.7302624331899619,0.2759158828977882,15.82242488861084,6.339428424835205
route_diffusion_tractography_01,OpenNeuro derivatives + dMRI + tractography + diffusion,Diffusion / tractography,dMRI,OpenNeuro derivatives,tractography,diffusion,SalVentAttnB,0.787165768431655,0.6208121883388721,0.10689741589780526,0.5829541166231262,0.3162767559995544,1.0,0.09682633687436391,0.33384831084607713,0.34661545251719866,0.6258579140181146,0.17047025999562204,0.2264574820791744,0.9603663741967757,0.4273732925511123,0.5997388083215973,0.4331762404013484,0.5064308142122447,0.877131762329353,0.6208121883388721,0.2558743786476391,0.539964466285299,0.3191214259224467,0.5829541166231262,0.7790179794715357,0.41969607292303135,16.14818572998047,6.7227911949157715
route_diffusion_tractography_02,OpenNeuro derivatives + dMRI + diffusion QC + tractography,Diffusion / tractography,dMRI,OpenNeuro derivatives,diffusion QC,tractography,DorsAttnB,0.7904925622750075,0.709735416501425,0.030097155856209028,0.45569093516200193,0.3317404024196353,1.0,0.04833158001052923,0.326175524545564,0.294065066662275,0.48647581734116163,0.2773935991156935,0.0381309415250064,0.8993531521775541,0.5942360932462151,0.42693615324011375,0.41627904540621596,0.5746026283799373,0.8425630107187498,0.709735416501425,0.2683847855754583,0.5408310627188333,0.2707394107958536,0.45569093516200193,0.7483160026544727,0.40332470782622654,15.513182640075684,6.936181545257568
route_diffusion_tractography_03,Neurodesk runtime + dMRI + tractography + tractography,Diffusion / tractography,dMRI,Neurodesk runtime,tractography,tractography,LimbicA,0.8108611745306034,0.7976270523753372,0.0,0.522097902853273,0.2076685194558666,0.9703109023796862,0.10329596746908398,0.28942989471137476,0.35830053257148725,0.36636555302818186,0.2946922061769202,0.142993034477601,0.6774144718640778,0.3996006950320074,0.47870905681717363,0.32030920168140803,0.6528008669122005,0.7753422293423566,0.7976270523753372,0.1680080890311139,0.5461368819453569,0.329879628945024,0.522097902853273,0.6886143711147945,0.3103413842417654,15.989520072937012,7.013072490692139
route_diffusion_tractography_04,Neurodesk runtime + dMRI + connectome + connectivity,Diffusion / tractography,dMRI,Neurodesk runtime,connectome,connectivity,DorsAttnA,0.9030075096434519,0.7216194793175328,0.0,0.5455691208294049,0.2821683479790699,1.0,5.9249584927453995e-05,0.35325933859630804,0.2924794713925134,0.41134663386898784,0.37908218370938435,0.15048055606071717,0.7744109072784959,0.36812285933987626,0.5985432909496757,0.39287136307208936,0.5408350627462417,0.8053282978187384,0.7216194793175328,0.2282799774045901,0.5701400781553063,0.2692795871793716,0.5455691208294049,0.7152462723638507,0.38064545759135565,15.196118354797363,6.986365795135498
route_diffusion_tractography_05,Neurodesk runtime + sMRI + diffusion QC + tractography,Diffusion / tractography,sMRI,Neurodesk runtime,diffusion QC,tractography,DefaultC,0.7130011910223076,0.7533909736190696,0.0,0.5750564557030265,0.28141851464960743,1.0,0.0013773274656773988,0.4922188211944963,0.344622421766823,0.42631007764377116,0.29892528721969747,0.17725752210329,0.7928009118017141,0.40487598826503635,0.5389744269745611,0.21859909765927626,0.5384786552774122,0.8310814024976559,0.7533909736190696,0.2276733468709641,0.5206453376275569,0.3172864851823607,0.5750564557030265,0.7381186986442665,0.2117964335881218,15.419044494628906,7.350437641143799
route_diffusion_tractography_06,Neurodesk runtime + dMRI + tractography + diffusion,Diffusion / tractography,dMRI,Neurodesk runtime,tractography,diffusion,SomMotB,0.7973478641029057,0.7068117101460591,0.0,0.5922647328409103,0.11877136169988925,0.9850473210188585,0.0872078168296872,0.30373577536941854,0.26587489093202876,0.5217179500269424,0.22434362283686368,0.1301583349655416,0.8647783145256315,0.4700972419221534,0.40279931578782957,0.29467387508528314,0.4827306263470921,0.7775631237295755,0.7068117101460591,0.09608846619172982,0.5426168000967978,0.24478531956677274,0.5922647328409103,0.6905868417656763,0.28550381260920205,16.02260398864746,7.073837757110596
route_diffusion_tractography_07,Neurodesk runtime + dMRI + diffusion QC + tractography,Diffusion / tractography,dMRI,Neurodesk runtime,diffusion QC,tractography,TempPar,0.8200990433280153,0.640711699794341,0.008162978067493899,0.5767423373666735,0.1513765432556781,1.0,0.10903874250399531,0.37145350767378704,0.2575563374491058,0.44567616027985546,0.18903376786850948,0.16801385412849126,0.9073591940640772,0.3455336208411028,0.5360936507067793,0.4239242491684914,0.5169484289024757,0.8624866626956659,0.640711699794341,0.12246672641168949,0.5485432541253736,0.2371266054794347,0.5767423373666735,0.7660110443498427,0.4107319977384121,15.470905303955078,7.229178428649902
route_diffusion_tractography_08,Neurodesk runtime + dMRI + tractography + diffusion,Diffusion / tractography,dMRI,Neurodesk runtime,tractography,diffusion,ContA,0.9414608015089292,0.6734117408131259,0.0,0.513392420648986,0.18923584698621226,1.0,0.012316878405229435,0.48375795385552567,0.31389663903763915,0.544081269708177,0.26798622254161586,0.18936279739908413,0.7561660039186346,0.3917411358709534,0.5455183968591282,0.33420779455166433,0.4100628892325937,0.9072405900217226,0.6734117408131259,0.1530956791700652,0.5801567750584999,0.2889979148779715,0.513392420648986,0.8057589083952329,0.3238074617934751,15.888711929321289,7.065232276916504
route_diffusion_tractography_09,Neurodesk runtime + sMRI + diffusion QC + connectivity,Diffusion / tractography,sMRI,Neurodesk runtime,diffusion QC,connectivity,TempPar,0.7834138550323898,0.6851748527231616,0.0264613973512688,0.46738290364825785,0.13948226630039523,1.0,0.009462882735823621,0.32551743742093237,0.2626956936333361,0.39576239429395477,0.24620691434678152,0.22674761075744387,0.7812267011603616,0.4990156730322606,0.6048587952497279,0.32055735707485394,0.6008998669051007,0.7547162779039643,0.6851748527231616,0.11284401254586172,0.5389871304707491,0.2418583006820701,0.46738290364825785,0.6702955874333741,0.3105818171981238,15.125598907470703,7.428341865539551
route_diffusion_tractography_10,OpenNeuro derivatives + dMRI + tractography + preprocessing,Diffusion / tractography,dMRI,OpenNeuro derivatives,tractography,preprocessing,ContA,0.7788483520182707,0.6665157428857265,0.0064624748867091394,0.4112149959982858,0.2321977114128504,0.9077454623719985,0.0,0.323164719690955,0.2248463086117386,0.3608850215385568,0.18460469176107003,0.14922496326082338,0.8883488416388634,0.43667528655075655,0.4853580825124181,0.2985474853662229,0.4901607942977547,0.879237800286271,0.6665157428857265,0.18785270812392746,0.5377978627205906,0.2070111822669424,0.4112149959982858,0.7808884412474628,0.2892568786163275,16.331317901611328,6.644822597503662
route_diffusion_tractography_11,clinical cohort + sMRI + connectome + tractography,Diffusion / tractography,sMRI,clinical cohort,connectome,tractography,ContA,0.7684876831061719,0.6490708838529751,0.022064496733991634,0.617120238581913,0.2222679116975202,1.0,0.008733323082494807,0.42992650937100263,0.38093540251021524,0.44353387869341576,0.34354838271525195,0.16070769058537737,0.8556480593196317,0.34010421142091946,0.5312292996238324,0.40054287847983283,0.4646779508671337,0.8922255606061428,0.6490708838529751,0.17981929661309484,0.5350990123706676,0.3507190690737285,0.617120238581913,0.7924234229192907,0.3880782403474351,15.142279624938965,6.4416704177856445
route_diffusion_tractography_12,Neurodesk runtime + sMRI + diffusion QC + diffusion,Diffusion / tractography,sMRI,Neurodesk runtime,diffusion QC,diffusion,TempPar,0.7932892102237511,0.7421369004999122,0.0,0.555869935441356,0.045425237510565736,1.0,0.0,0.40663820159183717,0.18021889206440533,0.4949973802411669,0.23459894630259942,0.20249424684848244,0.7898288638377134,0.35980029339169073,0.6957593374134653,0.29605311022158004,0.5041082315184878,0.8320221675842696,0.7421369004999122,0.03674994827300496,0.541559561463375,0.1659236753471136,0.555869935441356,0.7389542320822359,0.2868401268304182,15.627518653869629,7.4535064697265625
route_diffusion_tractography_13,clinical cohort + dMRI + connectome + diffusion,Diffusion / tractography,dMRI,clinical cohort,connectome,diffusion,DefaultB,0.9121258654232764,0.6542331056720831,0.0,0.6261785246943992,0.2720453832664623,1.0,0.07517324325867938,0.2936108577214528,0.2890477334363239,0.36003287571786435,0.15781941607692218,0.21377158497251958,0.8063256379411979,0.5481721536113038,0.5548217071488672,0.30837238700980857,0.6018625382409133,0.9670820532439592,0.6542331056720831,0.22009029145146208,0.5725153183927745,0.26612005951833334,0.6261785246943992,0.8589066540021268,0.29877603560621097,15.666633605957031,6.881680011749268
route_diffusion_tractography_14,Neurodesk runtime + sMRI + connectome + tractography,Diffusion / tractography,sMRI,Neurodesk runtime,connectome,tractography,TempPar,0.8894138739693375,0.6679393383132908,0.0,0.6160691142385887,0.20909790313262877,0.9283347633256218,0.0,0.3008819380872128,0.31925746321657733,0.45712949337708003,0.32477905779891475,0.19612822772878097,0.7483702903880908,0.42645438454459295,0.6083006007787713,0.37963215235713743,0.6169538778531664,0.8142774954764441,0.6679393383132908,0.1691644897251349,0.5665990723855951,0.2939335109215939,0.6160691142385887,0.7231944349736316,0.36781824264411467,15.2698974609375,6.615373611450195
route_diffusion_tractography_15,OpenNeuro derivatives + sMRI + connectome + tractography,Diffusion / tractography,sMRI,OpenNeuro derivatives,connectome,tractography,SomMotB,0.7307447963534288,0.5596300603694493,0.06664449640270609,0.502927979831534,0.18010569693437165,0.9091313423650232,0.0,0.27482172527158544,0.27655775963743223,0.4740499399501355,0.10064227097576853,0.19889125635017146,0.7731701194187409,0.330689735732986,0.5940606002248746,0.3451487943865644,0.4501318038943553,0.9698985246702342,0.5596300603694493,0.14570920062822218,0.5252673688750635,0.2546208080582775,0.502927979831534,0.8614080819220431,0.3344079847129791,15.240139961242676,6.419631004333496
